#ccds	gene	gene_id	ccds_status	attribute
CCDS65020.1	IZUMO3	100129669	Public	Inferred exon combination
CCDS65197.1	TMEM210	100505993	Public	Inferred exon combination
CCDS65261.1	MAGED4	728239	Public	Inferred exon combination
CCDS65554.1	TM2D1	83941	Public	CDS uses downstream AUG
CCDS66167.1	C2CD3	26005	Public	Inferred exon combination
CCDS67439.1	ANKRD62	342850	Public	Inferred exon combination
CCDS69169.1	PPIL6	285755	Public	Inferred exon combination
CCDS69299.1	IKZF1	10320	Public	Inferred exon combination
CCDS69466.1	LETM2	137994	Public	Inferred exon combination
CCDS72690.1	FAM213B	127281	Reviewed, update pending	CDS uses downstream AUG
CCDS72691.1	FAM213B	127281	Reviewed, update pending	CDS uses downstream AUG
CCDS72704.1	PRAMEF27	101929983	Public	Inferred exon combination
CCDS72721.1	PLA2G2D	26279	Public	CDS uses downstream AUG
CCDS72856.1	NBPF20	100288142	Public	Inferred exon combination
CCDS72881.1	NBPF12	149013	Public	Inferred exon combination
CCDS72896.1	NBPF9	400818	Public	Inferred exon combination
CCDS72928.1	KCNN3	3782	Public	Inferred exon combination
CCDS73003.1	TNNT2	7139	Public	Inferred exon combination
CCDS73007.1	MDM4	4194	Public	Nonsense-mediated decay (NMD) candidate
CCDS73121.1	ANXA8	653145	Public	CDS uses downstream AUG
CCDS73122.1	ANXA8	653145	Public	CDS uses downstream AUG
CCDS73123.1	ANXA8	653145	Public	CDS uses downstream AUG
CCDS73134.1	PCDH15	65217	Public	Inferred exon combination
CCDS73135.1	PCDH15	65217	Public	Inferred exon combination
CCDS73136.1	PCDH15	65217	Public	Inferred exon combination
CCDS73137.1	PCDH15	65217	Public	Inferred exon combination
CCDS73138.1	PCDH15	65217	Public	Inferred exon combination
CCDS73177.1	MMS19	64210	Public	CDS uses downstream AUG
CCDS73210.1	FGFR2	2263	Public	CDS uses downstream AUG
CCDS73251.1	OVCH2	341277	Public	Inferred exon combination
CCDS73277.1	PRDM11	56981	Public	Inferred exon combination
CCDS73287.1	TRIM64C	646754	Public	Inferred exon combination
CCDS73308.1	SLC22A24	283238	Public	Inferred exon combination
CCDS73315.1	EHD1	10938	Public	Inferred exon combination
CCDS73345.1	PDE2A	5138	Public	Inferred exon combination
CCDS73363.1	TRIM64	120146	Public	Inferred exon combination
CCDS73373.1	YAP1	10413	Public	Inferred exon combination
CCDS73374.1	YAP1	10413	Public	Inferred exon combination
CCDS73407.1	OR8G1	26494	Public	Polymorphic pseudogene
CCDS73501.1	PTPRQ	374462	Public	Inferred exon combination
CCDS73568.1	CPB2	1361	Public	Inferred exon combination
CCDS73596.1	CCDC168	643677	Public	Inferred exon combination
CCDS73602.1	F7	2155	Public	CDS uses downstream AUG
CCDS73609.1	POTEM	641455	Public	Inferred exon combination
CCDS73628.1	GPR33	2856	Public	Polymorphic pseudogene
CCDS73699.1	GOLGA6L1	283767	Public	Inferred exon combination
CCDS73774.1	GOLGA6L4	643707	Public	Inferred exon combination
CCDS73843.1	ZP2	7783	Public	CDS uses downstream AUG
CCDS73853.1	CLN3	1201	Public	Nonsense-mediated decay (NMD) candidate
CCDS73963.1	TP53	7157	Public	CDS uses downstream AUG
CCDS73964.1	TP53	7157	Public	CDS uses downstream AUG
CCDS73964.1	TP53	7157	Public	Nonsense-mediated decay (NMD) candidate
CCDS73965.1	TP53	7157	Public	CDS uses downstream AUG
CCDS73965.1	TP53	7157	Public	Nonsense-mediated decay (NMD) candidate
CCDS73967.1	TP53	7157	Public	Nonsense-mediated decay (NMD) candidate
CCDS73968.1	TP53	7157	Public	Nonsense-mediated decay (NMD) candidate
CCDS73969.1	TP53	7157	Public	CDS uses downstream AUG
CCDS73970.1	TP53	7157	Public	CDS uses downstream AUG
CCDS73970.1	TP53	7157	Public	Nonsense-mediated decay (NMD) candidate
CCDS73971.1	TP53	7157	Public	CDS uses downstream AUG
CCDS73971.1	TP53	7157	Public	Nonsense-mediated decay (NMD) candidate
CCDS73996.1	CDRT1	374286	Public	Inferred exon combination
CCDS74039.1	TBC1D3I	102724862	Public	Inferred exon combination
CCDS74042.1	TBC1D3K	101060351	Public	Inferred exon combination
CCDS74043.1	TBC1D3L	101060376	Public	Inferred exon combination
CCDS74044.1	TBC1D3D	101060389	Public	Inferred exon combination
CCDS74047.1	MRPL45	84311	Public	CDS uses downstream AUG
CCDS74082.1	ARHGAP27	201176	Public	Inferred exon combination
CCDS74173.1	BAHCC1	57597	Public	Inferred exon combination
CCDS74222.1	SKOR2	652991	Public	Inferred exon combination
CCDS74263.1	UHRF1	29128	Public	CDS uses downstream AUG
CCDS74276.1	PRR36	80164	Public	Inferred exon combination
CCDS74433.1	KLK8	11202	Public	Inferred exon combination
CCDS74444.1	OSCAR	126014	Public	CDS uses downstream AUG
CCDS74457.1	SBK3	100130827	Public	Inferred exon combination
CCDS74491.1	FAM228B	375190	Public	Inferred exon combination
CCDS74542.1	NEURL3	93082	Public	Inferred exon combination
CCDS74550.1	C2orf49	79074	Public	CDS uses downstream AUG
CCDS74557.1	SH3RF3	344558	Public	Inferred exon combination
CCDS74559.1	BCL2L11	10018	Public	Inferred exon combination
CCDS74560.1	BCL2L11	10018	Public	Nonsense-mediated decay (NMD) candidate
CCDS74610.1	TTN	7273	Public	Inferred exon combination
CCDS74631.2	KIAA2012	100652824	Public	Inferred exon combination
CCDS74669.1	PRSS56	646960	Public	Inferred exon combination
CCDS74674.1	MROH2A	339766	Public	Inferred exon combination
CCDS74718.1	NOL4L	140688	Public	Inferred exon combination
CCDS74728.1	HNF4A	3172	Public	Inferred exon combination
CCDS74747.1	ADRM1	11047	Public	Inferred exon combination
CCDS74750.1	PTK6	5753	Public	Nonsense-mediated decay (NMD) candidate
CCDS74780.1	KRTAP7-1	337878	Public	Polymorphic pseudogene
CCDS74795.1	B3GALT5	10317	Public	Inferred exon combination
CCDS74796.1	MX1	4599	Public	Inferred exon combination
CCDS74808.1	POTEH	23784	Public	Inferred exon combination
CCDS74809.1	ADA2	51816	Public	Inferred exon combination
CCDS74991.1	CD86	942	Public	Inferred exon combination
CCDS75016.1	RYK	6259	Public	Inferred exon combination
CCDS75092.1	CFAP99	402160	Public	Inferred exon combination
CCDS75222.1	PDCD6	10016	Public	CDS uses downstream AUG
CCDS75327.1	PCDHA12	56137	Public	CDS uses downstream AUG
CCDS75391.1	RPP40	10799	Public	Inferred exon combination
CCDS75429.1	AGER	177	Public	CDS uses downstream AUG
CCDS75447.1	DNAH8	1769	Public	Inferred exon combination
CCDS75474.1	DST	667	Public	Inferred exon combination
CCDS75520.1	TAAR9	134860	Public	Polymorphic pseudogene
CCDS75563.1	ZNF316	100131017	Public	Inferred exon combination
CCDS75597.1	IKZF1	10320	Public	Inferred exon combination
CCDS75616.1	ELN	2006	Public	Inferred exon combination
CCDS75637.1	PEG10	23089	Public	Non-AUG initiation codon
CCDS75638.1	SEM1	7979	Public	Inferred exon combination
CCDS75829.1	DNAI1	27019	Public	Inferred exon combination
CCDS75836.1	CNTNAP3B	728577	Public	Inferred exon combination
CCDS75932.1	COL5A1	1289	Public	Inferred exon combination
CCDS75951.1	CLDN34	100288814	Public	Inferred exon combination
CCDS75958.1	AP1S2	8905	Public	CDS uses downstream AUG
CCDS75963.1	GK	2710	Public	Inferred exon combination
CCDS75965.1	DMD	1756	Public	CDS uses downstream AUG
CCDS75982.1	XAGE1A	653220	Public	CDS uses downstream AUG
CCDS75991.1	CXorf49	100130361	Public	Inferred exon combination
CCDS75992.1	CXorf49B	100132994	Public	Inferred exon combination
CCDS75997.1	ATP7A	538	Public	Inferred exon combination
CCDS76006.1	FRMPD3	84443	Public	Inferred exon combination
CCDS76062.1	DKC1	1736	Public	Nonsense-mediated decay (NMD) candidate
CCDS76106.1	PRAMEF26	645359	Public	Inferred exon combination
CCDS76108.1	PRAMEF9	343070	Public	Inferred exon combination
CCDS76109.1	PRAMEF14	729528	Public	Inferred exon combination
CCDS76177.1	SELENOF	9403	Public	Contains selenocysteine
CCDS76178.1	SELENOF	9403	Public	Contains selenocysteine
CCDS76180.1	CCDC18	343099	Public	Inferred exon combination
CCDS76206.1	NBPF10	100132406	Public	Inferred exon combination
CCDS76216.1	OAZ3	51686	Public	Ribosomal slippage (translational frameshift)
CCDS76271.1	RNF187	149603	Public	Non-AUG initiation codon
CCDS76319.1	LRMDA	83938	Public	Inferred exon combination
CCDS76369.1	MUC5AC	4586	Public	Inferred exon combination
CCDS76390.1	OTOG	340990	Public	Inferred exon combination
CCDS76439.1	ACTN3	89	Public	Polymorphic pseudogene
CCDS76577.1	MYRFL	196446	Public	Inferred exon combination
CCDS76588.1	CFAP54	144535	Public	Inferred exon combination
CCDS76684.1	SLC35F4	341880	Public	Inferred exon combination
CCDS76728.1	GOLGA6L2	283685	Public	Inferred exon combination
CCDS76845.1	ERN2	10595	Public	CDS uses downstream AUG
CCDS76897.1	NPIPB15	440348	Public	Inferred exon combination
CCDS76985.1	RAB11FIP4	84440	Public	CDS uses downstream AUG
CCDS77196.1	SERPINB11	89778	Public	Polymorphic pseudogene
CCDS77214.1	OAZ1	4946	Public	Ribosomal slippage (translational frameshift)
CCDS77438.1	FER1L5	90342	Public	Inferred exon combination
CCDS77643.1	COL18A1	80781	Public	Inferred exon combination
CCDS77654.1	LRRC74B	400891	Public	Inferred exon combination
CCDS77668.1	MORC2	22880	Public	Inferred exon combination
CCDS77810.1	TXNRD3	114112	Public	Contains selenocysteine
CCDS77810.1	TXNRD3	114112	Public	Non-AUG initiation codon
CCDS77811.1	TXNRD3	114112	Public	Contains selenocysteine
CCDS77811.1	TXNRD3	114112	Public	Non-AUG initiation codon
CCDS77851.1	GFM1	85476	Public	Inferred exon combination
CCDS77867.1	THPO	7066	Public	CDS uses downstream AUG
CCDS77870.1	IGF2BP2	10644	Public	Inferred exon combination
CCDS77990.1	DUX4	100288687	Public	Nonsense-mediated decay (NMD) candidate
CCDS78003.1	SLC1A3	6507	Public	Inferred exon combination
CCDS78004.1	SLC1A3	6507	Public	Inferred exon combination
CCDS78029.1	DHFR	1719	Public	CDS uses downstream AUG
CCDS78126.1	BTNL2	56244	Public	Inferred exon combination
CCDS78241.1	SPDYE5	442590	Public	Inferred exon combination
CCDS78262.1	MUC3A	4584	Public	Inferred exon combination
CCDS78281.1	MGAM2	93432	Public	Inferred exon combination
CCDS78288.1	IQCA1L	392843	Public	Inferred exon combination
CCDS78299.1	USP17L4	645402	Public	Inferred exon combination
CCDS78300.1	USP17L8	392188	Public	Inferred exon combination
CCDS78301.1	USP17L3	645836	Public	Inferred exon combination
CCDS78305.1	USP17L7	392197	Public	Inferred exon combination
CCDS78317.1	R3HCC1	203069	Public	Non-AUG initiation codon
CCDS78400.1	SPATA31A3	727830	Public	Inferred exon combination
CCDS78483.1	GAGE10	102724473	Public	Inferred exon combination
CCDS81265.1	PRAMEF25	441873	Public	Inferred exon combination
CCDS81378.1	OAZ3	51686	Public	Non-AUG initiation codon
CCDS81378.1	OAZ3	51686	Public	Ribosomal slippage (translational frameshift)
CCDS81411.1	PRG4	10216	Public	Inferred exon combination
CCDS81417.1	KDM5B	10765	Public	CDS uses downstream AUG
CCDS81472.1	CDH23	64072	Public	CDS uses downstream AUG
CCDS81473.1	CDH23	64072	Public	CDS uses downstream AUG
CCDS81493.1	MMS19	64210	Public	CDS uses downstream AUG
CCDS81515.1	FGFR2	2263	Public	CDS uses downstream AUG
CCDS81680.1	DNM1L	10059	Public	CDS uses downstream AUG
CCDS81752.1	RILPL1	353116	Public	Inferred exon combination
CCDS81937.1	NAA60	79903	Public	Nonsense-mediated decay (NMD) candidate
CCDS81938.1	NAA60	79903	Public	Nonsense-mediated decay (NMD) candidate
CCDS81939.1	NAA60	79903	Public	Nonsense-mediated decay (NMD) candidate
CCDS81941.1	NAA60	79903	Public	Nonsense-mediated decay (NMD) candidate
CCDS81953.1	CLEC19A	728276	Public	Inferred exon combination
CCDS81963.1	NPIPB8	728734	Public	Inferred exon combination
CCDS82010.1	HP	3240	Public	CDS uses downstream AUG
CCDS82072.1	GSG1L2	644070	Public	Inferred exon combination
CCDS82096.1	RAB34	83871	Public	Nonsense-mediated decay (NMD) candidate
CCDS82333.1	OVOL3	728361	Public	Inferred exon combination
CCDS82409.1	ZNF418	147686	Public	Nonsense-mediated decay (NMD) candidate
CCDS82410.1	ZNF418	147686	Public	Nonsense-mediated decay (NMD) candidate
CCDS82515.1	THSD7B	80731	Public	Inferred exon combination
CCDS82854.1	AGTR1	185	Public	Inferred exon combination
CCDS82855.1	AGTR1	185	Public	Inferred exon combination
CCDS82965.1	TTC29	83894	Public	Inferred exon combination
CCDS83021.1	AP3S1	1176	Public	CDS uses downstream AUG
CCDS83022.1	CCDC192	728586	Public	Inferred exon combination
CCDS83141.1	SOD2	6648	Public	CDS uses downstream AUG
CCDS83358.1	FAM205C	100129969	Public	Inferred exon combination
CCDS83429.1	NUP214	8021	Public	CDS uses downstream AUG
CCDS83464.1	CFAP47	286464	Public	Inferred exon combination
CCDS83488.1	TEX13C	100129520	Public	Inferred exon combination
CCDS83509.1	OPN1MW3	101060233	Public	Inferred exon combination
CCDS85927.1	PRAMEF13	400736	Public	Inferred exon combination
CCDS85928.1	PRAMEF33	645382	Public	Inferred exon combination
CCDS85931.1	HSPB7	27129	Public	CDS uses downstream AUG
CCDS85932.1	HSPB7	27129	Public	CDS uses downstream AUG
CCDS85933.1	HSPB7	27129	Public	CDS uses downstream AUG
CCDS85967.1	KLF18	105378952	Public	Inferred exon combination
CCDS85971.1	LOC105378696	105378696	Public	Inferred exon combination
CCDS85993.1	SPATA1	100505741	Public	Inferred exon combination
CCDS86016.1	NBPF19	101060226	Public	Inferred exon combination
CCDS86062.1	VN1R5	317705	Public	Polymorphic pseudogene
CCDS86081.1	CCDC7	79741	Public	Inferred exon combination
CCDS86081.1	CCDC7	79741	Public	Nonsense-mediated decay (NMD) candidate
CCDS86083.1	ZNF248	57209	Public	Nonsense-mediated decay (NMD) candidate
CCDS86100.1	CDH23	64072	Public	CDS uses downstream AUG
CCDS86125.1	NUTM2E	283008	Candidate	Inferred exon combination
CCDS86133.1	ANKRD2	26287	Public	CDS uses downstream AUG
CCDS86134.1	ANKRD2	26287	Public	CDS uses downstream AUG
CCDS86173.1	OR52E1	79296	Public	Polymorphic pseudogene
CCDS86182.1	PLEKHA7	144100	Public	Inferred exon combination
CCDS86189.1	PAX6	5080	Public	Inferred exon combination
CCDS86201.1	OR4C5	79346	Public	Polymorphic pseudogene
CCDS86204.1	GLYATL1B	100287520	Public	Inferred exon combination
CCDS86225.1	ZNF705E	100131539	Public	Inferred exon combination
CCDS86352.1	C13orf42	647166	Public	Inferred exon combination
CCDS86367.1	OR4Q2	390432	Candidate	Polymorphic pseudogene
CCDS86368.1	OR11H7	390441	Public	Polymorphic pseudogene
CCDS86371.1	OR6J1	79549	Public	Polymorphic pseudogene
CCDS86397.1	LRRC9	341883	Public	Inferred exon combination
CCDS86402.1	CCDC196	440184	Public	Inferred exon combination
CCDS86439.1	GOLGA8G	283768	Public	Inferred exon combination
CCDS86440.1	GOLGA8T	653075	Public	Inferred exon combination
CCDS86441.1	GOLGA8Q	727909	Public	Inferred exon combination
CCDS86506.1	NPIPA5	100288332	Public	Inferred exon combination
CCDS86543.1	CPHXL	105371346	Public	Inferred exon combination
CCDS86642.1	TK1	7083	Public	CDS uses downstream AUG
CCDS86643.1	TK1	7083	Public	CDS uses downstream AUG
CCDS86647.1	PVALEF	388428	Public	Inferred exon combination
CCDS86657.1	TUBB8P12	260334	Public	Inferred exon combination
CCDS86811.1	ZSCAN5C	649137	Public	Inferred exon combination
CCDS86824.1	MFSD2B	388931	Public	Inferred exon combination
CCDS86860.1	TRIM43B	653192	Candidate	Inferred exon combination
CCDS86862.1	C2orf92	728537	Public	Inferred exon combination
CCDS86883.1	ANKRD30BL	554226	Public	Inferred exon combination
CCDS86924.1	EPHA4	2043	Public	Nonsense-mediated decay (NMD) candidate
CCDS86971.1	C20orf204	284739	Public	Inferred exon combination
CCDS86984.1	CFAP298	56683	Public	CDS uses downstream AUG
CCDS86985.1	CFAP298	56683	Public	CDS uses downstream AUG
CCDS86996.1	GGTLC3	728226	Public	Inferred exon combination
CCDS86998.1	TXNRD2	10587	Public	Contains selenocysteine
CCDS86998.1	TXNRD2	10587	Public	Nonsense-mediated decay (NMD) candidate
CCDS86999.1	TXNRD2	10587	Public	Contains selenocysteine
CCDS86999.1	TXNRD2	10587	Public	Nonsense-mediated decay (NMD) candidate
CCDS87001.1	TXNRD2	10587	Public	Contains selenocysteine
CCDS87010.1	GSTT2B	653689	Public	Polymorphic pseudogene
CCDS87011.1	GSTT4	25774	Public	Inferred exon combination
CCDS87077.1	GPX1	2876	Public	Contains selenocysteine
CCDS87078.1	GPX1	2876	Public	Contains selenocysteine
CCDS87119.1	C3orf85	401081	Public	Inferred exon combination
CCDS87208.1	FAM90A26	100287045	Public	Inferred exon combination
CCDS87286.1	DUX4	100288687	Candidate	Nonsense-mediated decay (NMD) candidate
CCDS87290.1	H3.Y	391769	Public	Inferred exon combination
CCDS87367.1	ATXN1	6310	Public	Nonsense-mediated decay (NMD) candidate
CCDS87377.1	OR2J1	442185	Public	Polymorphic pseudogene
CCDS87378.1	OR12D1	26530	Candidate	Polymorphic pseudogene
CCDS87449.1	GJE1	100126572	Public	Inferred exon combination
CCDS87458.1	SYNE1	23345	Public	Inferred exon combination
CCDS87513.1	SPDYE16	102723555	Public	Inferred exon combination
CCDS87533.1	NFE4	58160	Public	Non-AUG initiation codon
CCDS87593.1	TEX15	56154	Public	Inferred exon combination
CCDS87627.1	MYC	4609	Public	Non-AUG initiation codon
CCDS87751.1	NBDY	550643	Public	Nonsense-mediated decay (NMD) candidate
CCDS87755.1	AR	367	Public	Nonsense-mediated decay (NMD) candidate
CCDS87758.1	LOC101059915	101059915	Public	Inferred exon combination
CCDS87773.1	TEX13D	100132015	Public	Inferred exon combination
CCDS87780.1	SMIM10L2B	644596	Public	Nonsense-mediated decay (NMD) candidate
