"chrom","start","end","strand","gene.name"
"11",57741250,57743554,"+","C11orf31"
"11",57743514,57751781,"-","BTBD18"
"11",57753243,57819546,"+","CTNND1"
"11",58023881,58181616,"+","OR9Q1"
"11",58030930,58031931,"+","OR6Q1"
"11",58116742,58125530,"-","OR9I1"
"11",58189070,58194053,"+","OR9Q2"
"11",58203202,58204181,"-","OR1S2"
"11",58227882,58228918,"-","OR10Q1"
"11",58266792,58268260,"-","OR10W1"
"11",58358124,58359069,"-","OR5B17"
"11",58402464,58406874,"-","OR5B3"
"11",58421264,58428121,"-","OR5B2"
"11",58439077,58442758,"-","OR5B12"
"11",58507175,58508105,"-","OR5B21"
"11",58526871,58578220,"-","LPXN"
"11",58579111,58621042,"+","ZFP91"
"11",58622673,58625733,"+","CNTF"
"11",58640426,58731974,"-","GLYAT"
"11",58834065,58904215,"-","GLYATL2"
"11",58905398,59043527,"+","GLYATL1"
"11",59107185,59127410,"+","FAM111B"
"11",59142748,59155039,"+","FAM111A"
"11",59171430,59208587,"+","DTX4"
"11",59208510,59212951,"-","MPEG1"
"11",59358895,59371714,"+","OR5AN1"
"11",59416969,59426412,"-","OR5A2"
"11",59436469,59451380,"+","OR5A1"
"11",59456938,59457991,"+","OR4D6"
"11",59473315,59479361,"+","OR4D10"
"11",59503576,59504511,"+","OR4D11"
"11",59511368,59520703,"+","OR4D9"
"11",59574398,59616144,"-","OSBP"
"11",59636716,59668980,"-","PATL1"
"11",59712916,59713845,"-","OR10V1"
"11",59713456,59805882,"+","STX3"
"11",59806135,59810872,"-","MRPL16"
"11",59829268,59845501,"-","GIF"
"11",59852800,59866575,"-","TCN1"
"11",60040275,60048044,"+","OOSP2"
"11",60056587,60071128,"+","MS4A3"
"11",60088261,60098466,"+","MS4A2"
"11",60172014,60184666,"-","MS4A6A"
"11",60280541,60308972,"+","MS4A4A"
"11",60334831,60396596,"+","MS4A6E"
"11",60378482,60395951,"+","MS4A7"
"11",60378530,60417756,"+","MS4A14"
"11",60429589,60455214,"+","MS4A5"
"11",60455752,60470760,"+","MS4A1"
"11",60492778,60507430,"+","MS4A12"
"11",60515413,60542721,"+","MS4A13"
"11",60699574,60715811,"+","MS4A8"
"11",60756953,60776732,"+","MS4A15"
"11",60785348,60801305,"+","MS4A10"
"11",60842071,60851081,"+","CCDC86"
"11",60850940,60855971,"-","PTGDR2"
"11",60867562,60875693,"+","ZP1"
"11",60890730,60906588,"-","PRPF19"
"11",60913874,60923443,"+","TMEM109"
"11",60924463,60937159,"+","TMEM132A"
"11",60937084,60952530,"-","SLC15A3"
"11",60971680,61020377,"+","CD6"
"11",61102395,61127852,"+","CD5"
"11",61130256,61161617,"-","VPS37C"
"11",61203307,61213098,"+","PGA3"
"11",61222216,61231927,"+","PGA4"
"11",61241042,61251448,"+","PGA5"
"11",61258286,61295424,"-","VWCE"
"11",61299451,61342596,"-","DDB1"
"11",61333210,61353295,"+","TKFC"
"11",61348745,61362299,"-","CYB561A3"
"11",61362001,61369509,"+","TMEM138"
"11",61391687,61398863,"+","TMEM216"
"11",61402641,61430031,"-","CPSF7"
"11",61430042,61447529,"+","SDHAF2"
"11",61481120,61490931,"+","PPP1R32"
"11",61508800,61511018,"+","LRRC10B"
"11",61515313,61581148,"-","SYT7"
"11",61680433,61747001,"+","DAGLA"
"11",61752642,61788518,"+","MYRF"
"11",61768501,61792802,"-","TMEM258"
"11",61792637,61797244,"+","FEN1"
"11",61792980,61867354,"+","FADS2"
"11",61799625,61829318,"-","FADS1"
"11",61873519,61892051,"-","FADS3"
"11",61897301,61920269,"-","RAB3IL1"
"11",61949821,61965515,"+","BEST1"
"11",61959718,61967660,"-","FTH1"
"11",62123973,62153163,"+","INCENP"
"11",62190216,62193539,"+","SCGB1D1"
"11",62208668,62213939,"+","SCGB2A1"
"11",62242210,62244808,"+","SCGB1D2"
"11",62270155,62273156,"+","SCGB2A2"
"11",62296277,62299064,"-","SCGB1D4"
"11",62337448,62393412,"+","ASRGL1"
"11",62405103,62423195,"+","SCGB1A1"
"11",62433542,62556235,"-","AHNAK"
"11",62559601,62574086,"-","EEF1G"
"11",62575045,62592177,"-","TUT1"
"11",62593214,62601840,"-","MTA2"
"11",62602218,62612765,"-","EML3"
"11",62611722,62615120,"+","ROM1"
"11",62615296,62622175,"-","B3GAT3"
"11",62624826,62646726,"-","GANAB"
"11",62646848,62653302,"-","INTS5"
"11",62662816,62665217,"-","C11orf98"
"11",62662817,62672255,"-","LBHD1"
"11",62665309,62668496,"+","METTL12"
"11",62670273,62673687,"+","C11orf83"
"11",62676498,62679117,"-","UBXN1"
"11",62686402,62689899,"-","LRRN4CL"
"11",62690275,62709845,"-","BSCL2"
"11",62707658,62709201,"+","GNG3"
"11",62712630,62727349,"-","HNRNPUL2"
"11",62728069,62740293,"+","TTC9C"
"11",62748319,62754188,"-","ZBTB3"
"11",62761544,62766710,"+","POLR2G"
"11",62771303,62787342,"+","TAF6L"
"11",62771629,62792021,"-","TMEM223"
"11",62787415,62790405,"+","TMEM179B"
"11",62792123,62806302,"-","NXF1"
"11",62806897,62832088,"-","STX5"
"11",62832342,62841809,"-","WDR74"
"11",62856102,62888875,"+","SLC3A2"
"11",62908679,62921807,"-","CHRM1"
"11",62936385,62984983,"-","SLC22A6"
"11",62989154,63015839,"-","SLC22A8"
"11",63079940,63144221,"-","SLC22A24"
"11",63137867,63369718,"+","SLC22A10"
"11",63163776,63229652,"-","SLC22A25"
"11",63369789,63410294,"+","SLC22A9"
"11",63461404,63491194,"-","HRASLS5"
"11",63506084,63516774,"+","LGALS12"
"11",63536809,63546462,"+","RARRES3"
"11",63552770,63563383,"-","HRASLS2"
"11",63573195,63616883,"-","PLA2G16"
"11",63624087,63671921,"-","ATL3"
"11",63681446,63759891,"+","RTN3"
"11",63759892,63768775,"-","C11orf95"
"11",63813388,63827718,"+","C11orf84"
"11",63838928,63911019,"+","MARK2"
"11",63911221,63916844,"-","RCOR2"
"11",63938959,63957328,"+","NAA40"
"11",63974607,63976543,"+","COX8A"
"11",63985853,64001811,"+","OTUB1"
"11",63998558,64166106,"-","MACROD1"
"11",64103188,64119173,"+","FLRT1"
"11",64185272,64204543,"+","STIP1"
"11",64206678,64223886,"+","FERMT3"
"11",64223799,64226254,"-","TRPT1"
"11",64225941,64230686,"+","NUDT22"
"11",64230278,64234286,"+","DNAJC4"
"11",64234538,64238793,"+","VEGFB"
"11",64241003,64244132,"+","FKBP2"
"11",64244480,64246941,"-","PPP1R14B"
"11",64251523,64269150,"+","PLCB3"
"11",64269830,64284704,"-","BAD"
"11",64270062,64289500,"+","GPR137"
"11",64291302,64300031,"+","KCNK4"
"11",64305572,64316743,"+","ESRRA"
"11",64316460,64318084,"-","TRMT112"
"11",64318088,64321811,"+","PRDX5"
"11",64340223,64357534,"+","CCDC88B"
"11",64359148,64372215,"+","RPS6KA4"
"11",64555626,64572875,"+","SLC22A11"
"11",64590641,64602353,"+","SLC22A12"
"11",64606174,64723188,"-","NRXN2"
"11",64726911,64745456,"-","RASGRP2"
"11",64746389,64760297,"-","PYGM"
"11",64764606,64778786,"-","SF1"
"11",64784914,64803241,"-","MAP4K2"
"11",64803510,64811294,"-","MEN1"
"11",64823387,64844569,"-","CDC42BPG"
"11",64851642,64888296,"-","EHD1"
"11",64894546,64917248,"-","ATG2A"
"11",64917553,64934473,"+","PPP2R5B"
"11",64934471,64935888,"-","GPHA2"
"11",64937517,64972085,"-","C11orf85"
"11",64987943,64997045,"-","BATF2"
"11",65014113,65022184,"+","ARL2"
"11",65027408,65040572,"+","SNX15"
"11",65040901,65044828,"+","SAC3D1"
"11",65044818,65058549,"-","NAALADL1"
"11",65066300,65084164,"-","CDCA5"
"11",65084223,65088400,"+","ZFPL1"
"11",65084979,65089375,"-","TMEM262"
"11",65089324,65111860,"+","VPS51"
"11",65111845,65116384,"+","TM7SF2"
"11",65116403,65117708,"-","ZNHIT2"
"11",65120628,65122473,"-","FAU"
"11",65121780,65134533,"-","SYVN1"
"11",65122183,65127371,"+","MRPL49"
"11",65170154,65173244,"+","SPDYC"
"11",65180566,65212006,"+","CAPN1"
"11",65261762,65305589,"+","POLA2"
"11",65314818,65322429,"+","CDC42EP2"
"11",65333754,65353249,"+","DPF2"
"11",65354767,65357613,"+","TIGD3"
"11",65375192,65383701,"-","SLC25A45"
"11",65386599,65413525,"+","FRMD8"
"11",65525077,65538704,"+","SCYL1"
"11",65538805,65558930,"-","LTBP3"
"11",65570430,65573942,"+","SSSCA1"
"11",65572349,65574198,"+","FAM89B"
"11",65576038,65592650,"+","EHBP1L1"
"11",65592855,65595996,"-","KCNK7"
"11",65597755,65615382,"-","MAP3K11"
"11",65615773,65637439,"+","PCNX3"
"11",65638097,65650930,"+","SIPA1"
"11",65653596,65663094,"-","RELA"
"11",65711996,65719604,"+","KAT5"
"11",65714005,65720947,"-","RNASEH2C"
"11",65775893,65780802,"-","AP5B1"
"11",65787022,65797219,"+","OVOL1"
"11",65823022,65862026,"-","CFL1"
"11",65833641,65856896,"+","SNX32"
"11",65857126,65867653,"+","MUS81"
"11",65866441,65873592,"-","EFEMP2"
"11",65879809,65883741,"+","CTSW"
"11",65883741,65888539,"-","FIBP"
"11",65890112,65891635,"+","CCDC85B"
"11",65892049,65900573,"-","FOSL1"
"11",65916808,65919117,"-","C11orf68"
"11",65919257,65921561,"+","DRAP1"
"11",65945445,65959963,"+","TSGA10IP"
"11",65961689,65979828,"+","SART1"
"11",65996545,66002176,"-","EIF1AD"
"11",66002079,66004149,"+","BANF1"
"11",66011841,66013505,"+","CST6"
"11",66016752,66026517,"-","CATSPER1"
"11",66041952,66049180,"-","GAL3ST3"
"11",66050729,66069308,"+","SF3B2"
"11",66070363,66244747,"+","PACS1"
"11",66257294,66267860,"+","KLC2"
"11",66268533,66277492,"+","RAB1B"
"11",66278190,66285301,"+","CNIH2"
"11",66284580,66289170,"-","YIF1A"
"11",66291870,66296664,"+","TMEM151A"
"11",66314487,66317044,"-","CD248"
"11",66330242,66336840,"-","RIN1"
"11",66337333,66345125,"-","BRMS1"
"11",66345372,66347692,"-","B4GAT1"
"11",66362521,66372214,"-","SLC29A2"
"11",66421004,66426707,"+","NPAS4"
"11",66435075,66466738,"-","MRPL11"
"11",66466327,66477337,"+","PELI3"
"11",66480013,66509657,"+","DPP3"
"11",66510606,66533627,"+","BBS1"
"11",66520637,66546238,"-","ZDHHC24"
"11",66546395,66563329,"+","ACTN3"
"11",66563463,66568841,"-","CTSF"
"11",66590176,66593083,"-","CCDC87"
"11",66592821,66606019,"+","CCS"
"11",66616582,66627347,"+","RBM14"
"11",66616626,66646469,"+","RBM14-RBM4"
"11",66638617,66666682,"+","RBM4"
"11",66664998,66677921,"-","RBM4B"
"11",66685248,66729226,"-","SPTBN2"
"11",66744451,66843328,"+","C11orf80"
"11",66842835,66846546,"+","RCE1"
"11",66848233,66958376,"-","PC"
"11",66856647,66860475,"+","LRFN4"
"11",66975277,66977004,"+","C11orf86"
"11",67006778,67050863,"+","SYT12"
"11",67056818,67072013,"+","RHOD"
"11",67119269,67258087,"+","KDM2A"
"11",67266410,67286556,"+","ADRBK1"
"11",67288547,67302485,"+","ANKRD13D"
"11",67303448,67312607,"+","SSH3"
"11",67317871,67398410,"+","RAD9A"
"11",67350777,67356972,"-","POLD4"
"11",67364168,67374177,"-","CLCF1"
"11",67398183,67421183,"-","PPP1CA"
"11",67403915,67410089,"+","TBC1D10C"
"11",67414968,67425607,"+","CARNS1"
"11",67428460,67435408,"+","RPS6KB2"
"11",67435510,67438067,"-","PTPRCAP"
"11",67435510,67443821,"-","CORO1B"
"11",67451301,67452729,"-","GPR152"
"11",67452406,67460313,"+","CABP4"
"11",67461710,67469272,"-","TMEM134"
"11",67483041,67491103,"+","AIP"
"11",67491768,67506263,"-","PITPNM1"
"11",67506497,67508649,"-","CDK2AP2"
"11",67518912,67524517,"-","CABP2"
"11",67583595,67586656,"+","GSTP1"
"11",67606852,67612535,"+","NDUFV1"
"11",67627938,67629930,"-","NUDT8"
"11",67631303,67639560,"-","TBX10"
"11",67642555,67650659,"-","ACY3"
"11",67662162,67681200,"-","ALDH3B2"
"11",67991104,68004982,"-","UNC93B1"
"11",68008578,68029282,"+","ALDH3B1"
"11",68030617,68036644,"+","NDUFS8"
"11",68039016,68050895,"+","TCIRG1"
"11",68052859,68121444,"-","CHKA"
"11",68154863,68213828,"-","KMT5B"
"11",68261335,68272001,"-","C11orf24"
"11",68312609,68449275,"+","LRP5"
"11",68460731,68615334,"+","PPP6R3"
"11",68683779,68691175,"+","GAL"
"11",68707440,68751564,"-","MTL5"
"11",68754620,68844410,"-","CPT1A"
"11",68891276,68903835,"-","MRPL21"
"11",68903842,68940602,"+","IGHMBP2"
"11",68980021,68980986,"-","MRGPRD"
"11",69004395,69013409,"-","MRGPRF"
"11",69048897,69162440,"+","TPCN2"
"11",69294138,69367726,"+","MYEOV"
"11",69641087,69654474,"+","CCND1"
"11",69653076,69675416,"-","ORAOV1"
"11",69698232,69704642,"-","FGF19"
"11",69771016,69775403,"-","FGF4"
"11",69809969,69819024,"-","FGF3"
"11",70078302,70189528,"+","ANO1"
"11",70203163,70207390,"+","FADD"
"11",70270700,70385312,"+","PPFIA1"
"11",70398404,70436584,"+","CTTN"
"11",70467856,71252577,"-","SHANK2"
"11",71428193,71452868,"-","DHCR7"
"11",71453109,71524107,"+","NADSYN1"
"11",71527267,71528674,"+","KRTAP5-7"
"11",71538025,71539207,"+","KRTAP5-8"
"11",71548418,71549553,"+","KRTAP5-9"
"11",71565563,71566738,"+","KRTAP5-10"
"11",71579714,71603353,"-","KRTAP5-11"
"11",71787510,71801236,"+","FAM86C1"
"11",71833200,71837710,"+","DEFB108B"
"11",71878453,71884561,"+","CTD-2313N18.7"
"11",71928701,71997597,"+","RNF121"
"11",71998541,72005715,"+","IL18BP"
"11",72002864,72080693,"-","NUMA1"
"11",72080331,72110782,"+","LRTOMT"
"11",72085895,72103387,"-","LAMTOR1"
"11",72106378,72112780,"-","ANAPC15"
"11",72114869,72139892,"+","FOLR3"
"11",72189558,72196323,"+","FOLR1"
"11",72216601,72221950,"+","FOLR2"
"11",72223701,72239105,"+","INPPL1"
"11",72239077,72245664,"-","PHOX2A"
"11",72285495,72434680,"-","CLPB"
"11",72576141,72674591,"-","PDE2A"
"11",72685069,72793599,"-","ARAP1"
"11",72754729,72794168,"-","STARD10"
"11",72814308,72843674,"+","ATG16L2"
"11",72836745,73142261,"-","FCHSD2"
"11",73218298,73236352,"+","P2RY2"
"11",73264505,73298617,"+","P2RY6"
"11",73308289,73369388,"+","ARHGEF17"
"11",73376264,73397474,"+","RELT"
"11",73400487,73598189,"-","FAM168A"
"11",73646178,73662819,"+","PLEKHB1"
"11",73675638,73761137,"-","RAB6A"
"11",73787316,73865133,"+","MRPL48"
"11",73872667,73876988,"-","CHCHD8"
"11",73876699,73931124,"+","PAAF1"
"11",73950319,73970366,"+","DNAJB13"
"11",73974667,73983307,"-","UCP2"
"11",74000281,74009435,"-","UCP3"
"11",74012714,74171210,"-","C2CD3"
"11",74171099,74254703,"+","PPME1"
"11",74235801,74311657,"-","P4HA3"
"11",74330318,74398473,"-","PGM2L1"
"11",74454841,74467729,"-","KCNE3"
"11",74491712,74493733,"-","LIPT2"
"11",74493851,74669117,"+","POLD3"
"11",74696429,74731385,"-","CHRDL2"
"11",74748868,74842413,"+","RNF169"
"11",74807739,74949200,"-","XRRA1"
"11",74949247,74979031,"+","SPCS2"
"11",74988134,75018893,"+","NEU3"
"11",75081753,75096876,"-","OR2AT4"
"11",75100563,75206549,"+","SLCO2B1"
"11",75240905,75243697,"+","TPBGL"
"11",75264182,75351705,"-","ARRB1"
"11",75399486,75422280,"+","RPS3"
"11",75422394,75430629,"-","KLHL35"
"11",75434640,75525903,"-","GDPD5"
"11",75562056,75572783,"+","SERPINH1"
"11",75586918,75669120,"-","MAP6"
"11",75717819,75732958,"+","MOGAT2"
"11",75759512,75801535,"+","DGAT2"
"11",75815167,76143195,"+","UVRAG"
"11",76186325,76210736,"-","WNT11"
"11",76349956,76380971,"-","THAP12"
"11",76381313,76414619,"+","RP11-111M22.2"
"11",76444923,76553025,"+","EMSY"
"11",76657524,76670747,"-","LRRC32"
"11",76782251,76798154,"+","TSKU"
"11",76860867,77026797,"+","ACER3"
"11",77034398,77041973,"+","B3GNT6"
"11",77066932,77126155,"+","CAPN5"
"11",77102840,77103331,"+","OMP"
"11",77128264,77215241,"+","MYO7A"
"11",77216558,77301687,"-","GDPD4"
"11",77321707,77474635,"-","PAK1"
"11",77514936,77637805,"-","CLNS1A"
"11",77589391,77610355,"+","AQP11"
"11",77659996,77821017,"-","RSF1"
"11",77821109,77918432,"+","AAMDC"
"11",77878720,77994678,"-","INTS4"
"11",78015715,78046191,"-","KCTD14"
"11",78016971,78079865,"-","NDUFC2-KCTD14"
"11",78063861,78068351,"+","THRSP"
"11",78068304,78080219,"-","NDUFC2"
"11",78100936,78139660,"-","ALG8"
"11",78171249,78188822,"-","KCTD21"
"11",78188812,78214711,"+","USP35"
"11",78215297,78418348,"-","GAB2"
"11",78435961,78574874,"-","NARS2"
"11",78652831,79440948,"-","ODZ4"
"11",82729941,82733864,"-","FAM181B"
"11",82823502,82970584,"-","PRCP"
"11",82899975,82958277,"+","DDIAS"
"11",82973133,83071923,"-","RAB30"
"11",83156988,83187451,"+","PCF11"
"11",83193739,83260694,"+","ANKRD42"
"11",83259097,83286407,"-","CCDC90B"
"11",83455012,85627922,"-","DLG2"
"11",85628573,85636539,"+","TMEM126B"
"11",85647967,85656547,"+","TMEM126A"
"11",85659708,85682908,"-","CREBZF"
"11",85684866,85686277,"-","CCDC89"
"11",85694224,85811159,"-","SYTL2"
"11",85855101,85920021,"+","CCDC83"
"11",85957684,86069882,"-","PICALM"
"11",86244544,86278813,"+","EED"
"11",86302211,86345931,"+","C11orf73"
"11",86374736,86423109,"+","CCDC81"
"11",86441108,86672636,"-","ME3"
"11",86791059,86952910,"+","PRSS23"
"11",86945679,86955391,"-","FZD4"
"11",87037844,87323758,"+","TMEM135"
"11",88113242,88175467,"-","RAB38"
"11",88293592,88337787,"-","CTSC"
"11",88504576,89065945,"-","GRM5"
"11",89177452,89295759,"+","TYR"
"11",89324356,89498187,"-","NOX4"
"11",89710299,89717872,"+","TRIM77"
"11",89797655,89808575,"-","TRIM49"
"11",89869282,89876017,"-","TRIM64B"
"11",89911111,89921767,"-","TRIM49D1"
"11",89968502,89975228,"+","TRIM64"
"11",90031106,90042025,"+","TRIM49L2"
"11",90085950,90087131,"+","UBTFL1"
"11",90131515,90192894,"+","NAALAD2"
"11",90201160,90223364,"-","CHORDC1"
"11",92969720,92985066,"+","MTNR1B"
"11",93144171,93197964,"-","SLC36A4"
"11",93329971,93438487,"+","CCDC67"
"11",93478472,93543508,"-","SMCO4"
"11",93661639,93730358,"+","CEP295"
"11",93729948,93784391,"-","TAF1D"
"11",93741591,93764749,"+","C11orf54"
"11",93784227,93814963,"+","MED17"
"11",93818232,93850531,"-","VSTM5"
"11",94021361,94113751,"+","HEPHL1"
"11",94128928,94181972,"+","PANX1"
"11",94305592,94307721,"+","IZUMO1R"
"11",94377311,94401419,"-","GPR83"
"11",94415578,94493908,"-","MRE11A"
"11",94493629,94499583,"+","ANKRD49"
"11",94512432,94532123,"+","C11orf97"
"11",94543840,94549898,"+","FUT4"
"11",94543840,94621421,"+","PIWIL4"
"11",94706431,94876753,"+","AMOTL1"
"11",94962622,94973612,"-","CWC15"
"11",94973681,94999518,"+","KDM4D"
"11",95025258,95027596,"+","KDM4E"
"11",95067197,95071224,"+","SRSF8"
"11",95089810,95132645,"+","ENDOD1"
"11",95165513,95232541,"-","SESN3"
"11",95768942,95790409,"-","FAM76B"
"11",95789965,95832693,"+","CEP57"
"11",95832882,95925315,"-","MTMR2"
"11",95976598,96343180,"-","MAML2"
"11",96352769,96389956,"-","CCDC82"
"11",96389989,96507574,"+","JRKL"
"11",99020953,100358885,"+","CNTN5"
"11",101029624,101130524,"-","PGR"
"11",101451564,101872562,"-","TRPC6"
"11",101890674,101916522,"-","ANGPTL5"
"11",101915015,102001058,"+","CEP126"
"11",102047443,102084560,"+","C11orf70"
"11",102110461,102233423,"+","YAP1"
"11",102317450,102339403,"+","BIRC3"
"11",102347211,102378670,"+","BIRC2"
"11",102396332,102470384,"-","TMEM123"
"11",102520508,102530753,"-","MMP7"
"11",102576835,102625332,"-","MMP20"
"11",102691487,102705806,"-","MMP27"
"11",102711795,102727050,"-","MMP8"
"11",102770503,102780628,"-","MMP10"
"11",102789920,102798160,"-","MMP1"
"11",102835801,102843803,"-","MMP3"
"11",102862736,102875034,"-","MMP12"
"11",102942995,102955734,"-","MMP13"
"11",103062076,103092215,"-","DCUN1D5"
"11",103109431,103479863,"+","DYNC2H1"
"11",103907186,104164379,"-","PDGFD"
"11",104036580,104039188,"+","DDI1"
"11",104942866,104969436,"-","CASP4"
"11",104994235,105023168,"-","CASP5"
"11",105025443,105035250,"-","CASP1"
"11",105041326,105101431,"-","CARD16"
"11",105092469,105101431,"-","CARD17"
"11",105137721,105139726,"-","CARD18"
"11",105609994,105982092,"+","GRIA4"
"11",105995623,106022403,"-","MSANTD4"
"11",106051098,106077765,"-","KBTBD3"
"11",106075501,106098710,"+","AASDHPPT"
"11",106674012,107018524,"-","GUCY1A2"
"11",107326345,107457844,"-","CWF19L2"
"11",107502726,107565746,"-","ALKBH8"
"11",107591091,107666779,"+","ELMOD1"
"11",107707378,107719693,"-","SLN"
"11",107790991,107928293,"-","SLC35F2"
"11",107928503,107963482,"+","RAB39A"
"11",108008733,108107776,"+","CUL5"
"11",108121516,108147776,"+","ACAT1"
"11",108157215,108222642,"-","NPAT"
"11",108222484,108369102,"+","ATM"
"11",108308519,108467531,"-","C11orf65"
"11",108472105,108498432,"-","KDELC2"
"11",108505431,108593738,"-","EXPH5"
"11",108665025,108940930,"+","DDX10"
"11",109422120,109429114,"+","C11orf87"
"11",109864295,110296722,"-","RDX"
"11",110093361,110171841,"+","ZC3H12C"
"11",110429883,110464881,"+","FDX1"
"11",110577042,110713189,"-","ARHGAP20"
"11",111245805,111286401,"+","C11orf53"
"11",111298555,111308735,"+","COLCA2"
"11",111352252,111455630,"-","POU2AF1"
"11",111467526,111512354,"-","BTG4"
"11",111514785,111537031,"+","C11orf88"
"11",111540280,111561745,"+","LAYN"
"11",111602391,111730853,"+","SIK2"
"11",111726908,111766427,"-","PPP2R1B"
"11",111782195,111871581,"-","ALG9"
"11",111874056,111881243,"-","FDXACB1"
"11",111878935,111885975,"+","C11orf1"
"11",111908565,111923722,"-","CRYAB"
"11",111912242,111914093,"+","HSPB2"
"11",111912736,111926871,"+","HSPB2-C11orf52"
"11",111918032,111926872,"+","C11orf52"
"11",111927144,112022584,"+","DIXDC1"
"11",112024814,112064390,"+","DLAT"
"11",112064010,112074274,"-","PIH1D2"
"11",112074086,112085150,"+","C11orf57"
"11",112084800,112086798,"-","TIMM8B"
"11",112086773,112120013,"+","SDHD"
"11",112143251,112164117,"-","IL18"
"11",112167372,112172559,"+","TEX12"
"11",112175467,112224699,"+","BCO2"
"11",112226365,112269955,"+","PTS"
"11",112248479,112260860,"-","PLET1"
"11",112961247,113278436,"+","NCAM1"
"11",113314529,113383544,"+","TTC12"
"11",113387791,113400418,"+","ANKK1"
"11",113409615,113475691,"-","DRD2"
"11",113687546,113706373,"-","TMPRSS5"
"11",113733187,113773811,"-","ZW10"
"11",113779747,113780500,"+","CLDN25"
"11",113797874,113875570,"-","USP28"
"11",113904677,113946565,"+","HTR3B"
"11",113974881,113990313,"+","HTR3A"
"11",114059593,114250676,"+","ZBTB16"
"11",114257787,114313285,"+","NNMT"
"11",114391443,114400511,"-","C11orf71"
"11",114400030,114414203,"+","RBM7"
"11",114439386,114450279,"+","REXO2"
"11",114521645,114559895,"-","NXPE1"
"11",114570591,114595762,"-","NXPE4"
"11",114678386,114706933,"+","NXPE2"
"11",115169218,115504957,"-","CADM1"
"11",116748170,116772988,"-","BUD13"
"11",116773799,116788050,"-","ZPR1"
"11",116789367,116792420,"-","APOA5"
"11",116820700,116823306,"-","APOA4"
"11",116829706,116833072,"+","APOC3"
"11",116835751,116837950,"-","APOA1"
"11",116843402,117098437,"-","SIK3"
"11",117144267,117176894,"+","PAFAH1B2"
"11",117178733,117197445,"+","SIDT2"
"11",117199321,117204782,"+","TAGLN"
"11",117204337,117232525,"-","PCSK7"
"11",117232625,117286445,"+","RNF214"
"11",117285207,117316259,"-","BACE1"
"11",117314557,117413268,"+","CEP164"
"11",117427773,117817525,"-","DSCAML1"
"11",117800844,117828698,"-","FXYD2"
"11",117820163,117876667,"-","FXYD6-FXYD2"
"11",117836976,117877486,"-","FXYD6"
"11",117900643,117929459,"-","TMPRSS13"
"11",117986348,118003037,"+","IL10RA"
"11",118077012,118121890,"+","TMPRSS4"
"11",118133377,118152888,"-","SCN4B"
"11",118161951,118176673,"-","SCN2B"
"11",118193740,118225094,"-","AMICA1"
"11",118226690,118252350,"-","MPZL3"
"11",118253403,118264536,"-","MPZL2"
"11",118304545,118316175,"+","CD3E"
"11",118338954,118342744,"-","CD3D"
"11",118344344,118355161,"+","CD3G"
"11",118359585,118399211,"+","UBE4A"
"11",118401154,118431496,"+","ATP5L"
"11",118436490,118526832,"+","KMT2A"
"11",118527472,118531197,"+","TTC36"
"11",118531041,118547280,"+","TMEM25"
"11",118544528,118572970,"-","IFT46"
"11",118572390,118603033,"+","ARCN1"
"11",118606440,118658038,"+","PHLDB1"
"11",118657316,118679690,"-","TREH"
"11",118747766,118791149,"-","DDX6"
"11",118883766,118897799,"+","CXCR5"
"11",118893875,118925608,"-","BCL9L"
"11",118925164,118958559,"+","UPK2"
"11",118971707,118981291,"+","FOXR1"
"11",118998142,119015791,"+","CCDC84"
"11",119015712,119018691,"-","RPS25"
"11",119018432,119025454,"+","TRAPPC4"
"11",119044189,119057202,"-","HYOU1"
"11",119067692,119081978,"+","VPS11"
"11",119084866,119093549,"+","HMBS"
"11",119093854,119095467,"-","H2AFX"
"11",119096503,119108331,"-","DPAGT1"
"11",119102198,119118544,"+","C2CD2L"
"11",119121587,119136044,"+","HINFP"
"11",119149012,119162653,"+","ABCG4"
"11",119166568,119184016,"+","NLRX1"
"11",119185457,119190223,"+","PDZD3"
"11",119189638,119196769,"-","CCDC153"
"11",119206276,119313926,"+","CBL"
"11",119308529,119321521,"-","MCAM"
"11",119334527,119337313,"+","RNF26"
"11",119338939,119340940,"-","C1QTNF5"
"11",119338942,119346673,"-","MFRP"
"11",119355215,119381726,"-","USP2"
"11",119417378,119424985,"-","THY1"
"11",119623408,119729084,"-","NECTIN1"
"11",120111275,120185529,"-","TRIM29"
"11",120210767,120230332,"+","OAF"
"11",120236640,120319944,"+","POU2F3"
"11",120325129,120333682,"+","TMEM136"
"11",120336914,120489936,"+","ARHGEF12"
"11",120511700,120988904,"+","GRIK4"
"11",121024072,121090775,"+","TBCEL"
"11",121101173,121191493,"+","TECTA"
"11",121292453,121308694,"+","SC5D"
"11",121452203,121633693,"+","SORL1"
"11",122115354,122116215,"-","BLID"
"11",122655675,122814473,"+","UBASH3B"
"11",122838500,122872639,"+","CRTAM"
"11",122882528,122959798,"+","C11orf63"
"11",122977570,122981720,"-","BSX"
"11",123057489,123063230,"-","HSPA8"
"11",123069865,123195281,"-","CLMP"
"11",123358428,123627774,"+","GRAMD1B"
"11",123629187,123655244,"-","SCN3B"
"11",123724177,123741675,"-","ZNF202"
"11",123753488,123754545,"-","OR6X1"
"11",123805335,123806387,"-","OR6M1"
"11",123882926,123885642,"-","TMEM225"
"11",123902167,123909229,"+","OR8D4"
"11",123939543,123940637,"+","OR4D5"
