"chrom","start","end","strand","Ensembl.gene.ID","gene.name"
"9",22055411,22071376,"-","ENSMUSG00000038895","Zfp653"
"9",22072246,22085438,"-","ENSMUSG00000066839","Ecsit"
"9",22099216,22109630,"+","ENSMUSG00000001349","Cnn1"
"9",22112989,22117172,"-","ENSMUSG00000013822","Elof1"
"9",22126727,22135711,"-","ENSMUSG00000001348","Acp5"
"9",22156846,22158358,"+","ENSMUSG00000010607","Pigyl"
"9",22188090,22202123,"+","ENSMUSG00000074472","Zfp872"
"9",22225714,22243354,"+","ENSMUSG00000057982","Zfp809"
"9",22247430,22259895,"-","ENSMUSG00000062794","Zfp599"
"9",22276748,22307648,"-","ENSMUSG00000066829","Zfp810"
"9",22332012,22389188,"-","ENSMUSG00000036777","Anln"
"9",22411047,22469743,"-","ENSMUSG00000032239","Rp9"
"9",22411513,22444681,"+","ENSMUSG00000036411","9530077C05Rik"
"9",22475715,22888280,"+","ENSMUSG00000035919","Bbs9"
"9",23223076,23485200,"+","ENSMUSG00000031963","Bmper"
"9",24097996,24316398,"+","ENSMUSG00000043659","Npsr1"
"9",24411776,24503140,"-","ENSMUSG00000043067","Dpy19l1"
"9",24557047,24696293,"-","ENSMUSG00000085576","Dpy19l2"
"9",24625196,24625824,"+","ENSMUSG00000047995","Cypt4"
"9",24718138,24774303,"-","ENSMUSG00000031965","Tbx20"
"9",25108132,25151820,"-","ENSMUSG00000008429","Herpud2"
"9",25252439,25308571,"+","ENSMUSG00000001833","Sept7"
"9",25481547,25604110,"+","ENSMUSG00000036611","Eepd1"
"9",26733728,26763101,"+","ENSMUSG00000045994","B3gat1"
"9",26763044,26806468,"-","ENSMUSG00000036395","Glb1l2"
"9",26817953,26860890,"-","ENSMUSG00000031966","Glb1l3"
"9",26974135,26999566,"-","ENSMUSG00000031969","Acad8"
"9",26999710,27007336,"+","ENSMUSG00000035443","Thyn1"
"9",27007771,27030065,"-","ENSMUSG00000031988","Vps26b"
"9",27030175,27095315,"+","ENSMUSG00000035024","Ncapd3"
"9",27097384,27155421,"-","ENSMUSG00000031990","Jam3"
"9",27299204,27357546,"+","ENSMUSG00000034275","Igsf9b"
"9",27396800,27401785,"+","ENSMUSG00000031991","Spata19"
"9",27790775,28925410,"+","ENSMUSG00000062257","Opcml"
"9",28994750,29963141,"-","ENSMUSG00000059974","Ntm"
"9",30427108,30466733,"+","ENSMUSG00000031993","Snx19"
"9",30899155,30922452,"-","ENSMUSG00000033453","Adamts15"
"9",30942562,30963838,"+","ENSMUSG00000031994","Adamts8"
"9",31030644,31075885,"+","ENSMUSG00000047412","Zbtb44"
"9",31089402,31131853,"-","ENSMUSG00000031995","St14"
"9",31149557,31211815,"-","ENSMUSG00000031996","Aplp2"
"9",31280538,31381723,"+","ENSMUSG00000042496","Prdm10"
"9",31386192,31421333,"+","ENSMUSG00000042185","Nfrkb"
"9",31426196,31464462,"-","ENSMUSG00000041737","Tmem45b"
"9",31846044,31913462,"-","ENSMUSG00000032033","Barx2"
"9",32116136,32268446,"+","ENSMUSG00000041444","Arhgap32"
"9",32314707,32344350,"-","ENSMUSG00000032034","Kcnj5"
"9",32372493,32399197,"+","ENSMUSG00000041248","Kcnj1"
"9",32422204,32542861,"-","ENSMUSG00000016087","Fli1"
"9",32636221,32757820,"+","ENSMUSG00000032035","Ets1"
"9",34485894,35036716,"+","ENSMUSG00000032036","Kirrel3"
"9",35046576,35119268,"-","ENSMUSG00000032038","St3gal4"
"9",35124408,35176061,"-","ENSMUSG00000032040","Dcps"
"9",35184551,35200291,"-","ENSMUSG00000032041","Tirap"
"9",35200175,35247973,"+","ENSMUSG00000032042","Srpr"
"9",35204206,35211055,"-","ENSMUSG00000039048","Foxred1"
"9",35216965,35267805,"-","ENSMUSG00000050471","Fam118b"
"9",35267865,35277731,"+","ENSMUSG00000032044","Rpusd4"
"9",35421128,35507652,"+","ENSMUSG00000038119","Cdon"
"9",35536647,35558528,"-","ENSMUSG00000032101","Ddx25"
"9",35558595,35567401,"+","ENSMUSG00000032103","Pus3"
"9",35560820,35570398,"-","ENSMUSG00000050555","Hyls1"
"9",35570284,35690318,"+","ENSMUSG00000074452","Pate2"
"9",35607093,35611941,"-","ENSMUSG00000032099","Pate4"
"9",35645113,35648202,"-","ENSMUSG00000094995","Pate3"
"9",35685079,35687390,"-","ENSMUSG00000091215","Pate1"
"9",35741049,35742252,"+","ENSMUSG00000091174","Gm17677"
"9",35776524,35778109,"-","ENSMUSG00000090738","Gm17727"
"9",35788050,35790112,"-","ENSMUSG00000032108","D730048I06Rik"
"9",35838329,35844150,"-","ENSMUSG00000047980","9230110F15Rik"
"9",36119934,36128779,"-","ENSMUSG00000091411","Gm5916"
"9",36431884,36434938,"+","ENSMUSG00000023093","Gm7257"
"9",36475638,36477186,"+","ENSMUSG00000090710","Gm9513"
"9",36532397,36541963,"-","ENSMUSG00000074448","Gm5615"
"9",36581278,36582635,"-","ENSMUSG00000091248","Gm17689"
"9",36635754,36643376,"-","ENSMUSG00000070313","A630095E13Rik"
"9",36693220,36698843,"+","ENSMUSG00000032110","Acrv1"
"9",36708482,36727065,"-","ENSMUSG00000032113","Chek1"
"9",36729344,36767679,"-","ENSMUSG00000032116","Stt3a"
"9",36779159,36797393,"-","ENSMUSG00000062762","Ei24"
"9",36821864,36878924,"+","ENSMUSG00000032118","Fez1"
"9",36890982,37147407,"-","ENSMUSG00000035934","Pknox2"
"9",37208223,37224700,"+","ENSMUSG00000032121","Tmem218"
"9",37227585,37255738,"-","ENSMUSG00000032122","Slc37a2"
"9",37275835,37348432,"-","ENSMUSG00000034303","Ccdc15"
"9",37367351,37386575,"+","ENSMUSG00000046240","Hepacam"
"9",37401897,37415115,"+","ENSMUSG00000032125","Robo4"
"9",37415669,37433246,"-","ENSMUSG00000032128","Robo3"
"9",37489319,37524625,"+","ENSMUSG00000042138","Msantd2"
"9",37528078,37538319,"+","ENSMUSG00000001946","Esam"
"9",37539255,37544205,"+","ENSMUSG00000001943","Vsig2"
"9",37544492,37552904,"-","ENSMUSG00000053310","Nrgn"
"9",37555698,37649655,"+","ENSMUSG00000001942","Siae"
"9",37603290,37613722,"-","ENSMUSG00000001948","Spa17"
"9",37648763,37657312,"-","ENSMUSG00000011114","Tbrg1"
"9",37659902,37669235,"-","ENSMUSG00000011118","Panx3"
"9",37708964,37716250,"-","ENSMUSG00000061165","Olfr160"
"9",37729977,37731104,"-","ENSMUSG00000110526","Olfr151"
"9",37745106,37748594,"+","ENSMUSG00000063350","Olfr874"
"9",37771857,37774459,"+","ENSMUSG00000058628","Olfr875"
"9",37803031,37808144,"+","ENSMUSG00000066750","Olfr876"
"9",37854269,37857320,"+","ENSMUSG00000066749","Olfr877"
"9",37896724,37903519,"+","ENSMUSG00000066748","Olfr145"
"9",37917840,37922474,"+","ENSMUSG00000066747","Olfr878"
"9",37991825,37996408,"+","ENSMUSG00000060583","Olfr881"
"9",38025808,38026737,"+","ENSMUSG00000094461","Olfr883"
"9",38046555,38050137,"+","ENSMUSG00000095893","Olfr884"
"9",38061322,38062251,"+","ENSMUSG00000096424","Olfr885"
"9",38084072,38090737,"+","ENSMUSG00000096167","Olfr887"
"9",38108128,38111381,"+","ENSMUSG00000095527","Olfr888"
"9",38115198,38121245,"+","ENSMUSG00000096356","Olfr889"
"9",38142517,38148375,"+","ENSMUSG00000096409","Olfr890"
"9",38179871,38180821,"-","ENSMUSG00000045528","Olfr891"
"9",38208365,38211598,"+","ENSMUSG00000093901","Olfr893"
"9",38218055,38221706,"+","ENSMUSG00000070311","Olfr894"
"9",38252774,38256549,"+","ENSMUSG00000094778","Olfr143"
"9",38267851,38269735,"+","ENSMUSG00000096427","Olfr895"
"9",38329060,38335889,"+","ENSMUSG00000058270","Olfr25"
"9",38348411,38352919,"+","ENSMUSG00000094588","Olfr898"
"9",38366896,38371355,"+","ENSMUSG00000049864","Olfr250"
"9",38377086,38382474,"+","ENSMUSG00000096757","Olfr251"
"9",38401698,38407997,"+","ENSMUSG00000049098","Olfr147"
"9",38429455,38432682,"+","ENSMUSG00000052058","Olfr901"
"9",38447652,38450576,"+","ENSMUSG00000049334","Olfr902"
"9",38463144,38468995,"+","ENSMUSG00000094380","Olfr904"
"9",38471107,38477013,"+","ENSMUSG00000096794","Olfr905"
"9",38487085,38491560,"+","ENSMUSG00000039962","Olfr906"
"9",38495801,38499882,"+","ENSMUSG00000094810","Olfr907"
"9",38521580,38527133,"+","ENSMUSG00000062621","Olfr911-ps1"
"9",38537849,38540820,"+","ENSMUSG00000060114","Olfr910"
"9",38580178,38586876,"+","ENSMUSG00000111448","Olfr912"
"9",38592759,38596283,"+","ENSMUSG00000059189","Olfr913"
"9",38605102,38610978,"+","ENSMUSG00000047050","Olfr914"
"9",38655052,38659875,"-","ENSMUSG00000094701","Olfr916"
"9",38664913,38665842,"-","ENSMUSG00000063225","Olfr917"
"9",38669861,38674601,"-","ENSMUSG00000046150","Olfr918"
"9",38696804,38703673,"-","ENSMUSG00000056961","Olfr919"
"9",38718268,38743337,"+","ENSMUSG00000023186","Vwa5a"
"9",38752299,38760117,"+","ENSMUSG00000061039","Olfr920"
"9",38773068,38779021,"+","ENSMUSG00000049926","Olfr921"
"9",38814614,38819195,"+","ENSMUSG00000043911","Olfr922"
"9",38826545,38830300,"+","ENSMUSG00000044798","Olfr923"
"9",38844449,38851495,"+","ENSMUSG00000062103","Olfr924"
"9",38855060,38855990,"+","ENSMUSG00000047667","Olfr26"
"9",38877126,38878176,"+","ENSMUSG00000064333","Olfr926"
"9",38929809,38931396,"+","ENSMUSG00000063221","Olfr930"
"9",38972313,38979861,"+","ENSMUSG00000058515","Olfr933"
"9",38981026,38988315,"-","ENSMUSG00000057424","Olfr934"
"9",38993971,38999683,"-","ENSMUSG00000059595","Olfr935"
"9",39018073,39023377,"-","ENSMUSG00000058820","Olfr146"
"9",39046614,39047550,"-","ENSMUSG00000095194","Olfr936"
"9",39058851,39064951,"-","ENSMUSG00000094182","Olfr937"
"9",39077698,39078887,"-","ENSMUSG00000048501","Olfr938"
"9",39128131,39145072,"+","ENSMUSG00000049708","Olfr27"
"9",39166304,39192350,"+","ENSMUSG00000094970","Olfr943"
"9",39201920,39218421,"+","ENSMUSG00000096555","Olfr944"
"9",39234412,39249994,"-","ENSMUSG00000096109","Olfr1537"
"9",39256869,39276818,"-","ENSMUSG00000063380","Olfr945"
"9",39315712,39326045,"-","ENSMUSG00000057349","Olfr948"
"9",39387410,39395633,"+","ENSMUSG00000094269","Olfr951"
"9",39426093,39427148,"-","ENSMUSG00000058856","Olfr952"
"9",39456701,39464625,"+","ENSMUSG00000094745","Olfr954"
"9",39465801,39471944,"-","ENSMUSG00000063176","Olfr955"
"9",39481786,39493995,"-","ENSMUSG00000062649","Olfr44"
"9",39510234,39515809,"-","ENSMUSG00000095322","Olfr957"
"9",39547958,39554054,"-","ENSMUSG00000050853","Olfr958"
"9",39569383,39575569,"-","ENSMUSG00000059366","Olfr959"
"9",39587396,39604403,"-","ENSMUSG00000038112","AW551984"
"9",39610655,39615927,"+","ENSMUSG00000048299","Olfr148"
"9",39621373,39624205,"+","ENSMUSG00000059867","Olfr960"
"9",39645085,39649556,"+","ENSMUSG00000059106","Olfr961"
"9",39667205,39670783,"+","ENSMUSG00000064110","Olfr963"
"9",39700518,39707117,"-","ENSMUSG00000062121","Olfr149"
"9",39711353,39720614,"+","ENSMUSG00000095839","Olfr965"
"9",39730978,39738456,"+","ENSMUSG00000094353","Olfr150"
"9",39746249,39751493,"+","ENSMUSG00000055820","Olfr967"
"9",39768776,39783253,"-","ENSMUSG00000095903","Olfr968"
"9",39790945,39796635,"+","ENSMUSG00000094254","Olfr969"
"9",39808860,39820997,"+","ENSMUSG00000095774","Olfr970"
"9",39836876,39841281,"+","ENSMUSG00000093934","Olfr971"
"9",39866422,39874651,"+","ENSMUSG00000094449","Olfr972"
"9",39907336,39912732,"+","ENSMUSG00000095390","Olfr229"
"9",39937501,39945170,"+","ENSMUSG00000051493","Olfr974"
"9",39948131,39952046,"-","ENSMUSG00000043331","Olfr975"
"9",39954139,39961133,"-","ENSMUSG00000047352","Olfr976"
"9",39992113,39995095,"+","ENSMUSG00000044292","Olfr978"
"9",39998003,40003465,"-","ENSMUSG00000059473","Olfr979"
"9",40004348,40009582,"-","ENSMUSG00000060254","Olfr980"
"9",40021464,40030377,"+","ENSMUSG00000046678","Olfr981"
"9",40073829,40079404,"+","ENSMUSG00000049010","Olfr982"
"9",40086908,40093595,"-","ENSMUSG00000044205","Olfr983"
"9",40096515,40114206,"-","ENSMUSG00000045812","Olfr984"
"9",40126308,40130184,"-","ENSMUSG00000049073","Olfr985"
"9",40148122,40150880,"+","ENSMUSG00000040541","Tmem225"
"9",40180920,40190134,"+","ENSMUSG00000051095","Olfr986"
"9",40192316,40213604,"+","ENSMUSG00000025602","Zfp202"
"9",40269217,40291618,"+","ENSMUSG00000049281","Scn3b"
"9",40293233,40531383,"-","ENSMUSG00000040111","Gramd1b"
"9",40685962,40785319,"+","ENSMUSG00000032024","Clmp"
"9",40800984,40810087,"+","ENSMUSG00000015656","Hspa8"
"9",40874127,40880057,"+","ENSMUSG00000054360","Bsx"
"9",40894849,40964118,"-","ENSMUSG00000032023","Jhy"
"9",40969691,41004628,"-","ENSMUSG00000032021","Crtam"
"9",41011098,41161697,"-","ENSMUSG00000032020","Ubash3b"
"9",41964720,42124297,"-","ENSMUSG00000049313","Sorl1"
"9",42251595,42264256,"-","ENSMUSG00000032018","Sc5d"
"9",42329619,42399929,"-","ENSMUSG00000037705","Tecta"
"9",42412316,42507809,"-","ENSMUSG00000037287","Tbcel"
"9",42518135,42944493,"-","ENSMUSG00000032017","Grik4"
"9",42963842,43107239,"-","ENSMUSG00000059495","Arhgef12"
"9",43108650,43116570,"-","ENSMUSG00000048503","Tmem136"
"9",43123939,43210369,"-","ENSMUSG00000032015","Pou2f3"
"9",43221235,43239911,"-","ENSMUSG00000032014","Oaf"
"9",43310848,43336115,"+","ENSMUSG00000032013","Trim29"
"9",43743984,43807461,"+","ENSMUSG00000032012","Nectin1"
"9",44043384,44048579,"+","ENSMUSG00000032011","Thy1"
"9",44066327,44113500,"-","ENSMUSG00000111409","Gm49380"
"9",44067021,44095627,"+","ENSMUSG00000032010","Usp2"
"9",44095631,44113517,"-","ENSMUSG00000053128","Rnf26"
"9",44101729,44109187,"+","ENSMUSG00000034739","Mfrp"
"9",44107245,44109187,"+","ENSMUSG00000079592","C1qtnf5"
"9",44134469,44142727,"+","ENSMUSG00000032135","Mcam"
"9",44142976,44234049,"-","ENSMUSG00000034342","Cbl"
"9",44240676,44247306,"+","ENSMUSG00000070306","Ccdc153"
"9",44247307,44251471,"-","ENSMUSG00000032105","Pdzd3"
"9",44252717,44268599,"-","ENSMUSG00000032109","Nlrx1"
"9",44273188,44288615,"-","ENSMUSG00000032131","Abcg4"
"9",44292440,44305671,"-","ENSMUSG00000032119","Hinfp"
"9",44309237,44320285,"-","ENSMUSG00000032120","C2cd2l"
"9",44326019,44333900,"+","ENSMUSG00000032123","Dpagt1"
"9",44334694,44336077,"+","ENSMUSG00000049932","H2afx"
"9",44336339,44344228,"-","ENSMUSG00000032126","Hmbs"
"9",44347749,44361670,"-","ENSMUSG00000032127","Vps11"
"9",44379490,44392369,"+","ENSMUSG00000032115","Hyou1"
"9",44396852,44402968,"+","ENSMUSG00000032114","Slc37a4"
"9",44403698,44407600,"-","ENSMUSG00000032112","Trappc4"
"9",44407139,44410427,"+","ENSMUSG00000009927","Rps25"
"9",44410159,44418569,"-","ENSMUSG00000043923","Ccdc84"
"9",44433773,44441136,"-","ENSMUSG00000074397","Foxr1"
"9",44452715,44454976,"-","ENSMUSG00000041523","Upk2"
"9",44482825,44511896,"+","ENSMUSG00000063382","Bcl9l"
"9",44511787,44561877,"-","ENSMUSG00000047880","Cxcr5"
"9",44604892,44640731,"+","ENSMUSG00000032097","Ddx6"
"9",44673233,44686305,"+","ENSMUSG00000032098","Treh"
"9",44686304,44735198,"-","ENSMUSG00000048537","Phldb1"
"9",44741564,44767845,"-","ENSMUSG00000032096","Arcn1"
"9",44767908,44793447,"+","ENSMUSG00000002031","Ift46"
"9",44793769,44799307,"-","ENSMUSG00000002032","Tmem25"
"9",44799397,44803072,"-","ENSMUSG00000039438","Ttc36"
"9",44803355,44881296,"-","ENSMUSG00000002028","Kmt2a"
"9",44912557,44920742,"-","ENSMUSG00000038717","Atp5l"
"9",44923127,44965600,"-","ENSMUSG00000059890","Ube4a"
"9",44969572,44980431,"-","ENSMUSG00000002033","Cd3g"
"9",44981786,44987339,"+","ENSMUSG00000032094","Cd3d"
"9",44998740,45009627,"-","ENSMUSG00000032093","Cd3e"
"9",45039799,45054015,"+","ENSMUSG00000032092","Mpzl2"
"9",45055186,45077436,"+","ENSMUSG00000070305","Mpzl3"
"9",45079183,45108534,"+","ENSMUSG00000048534","Jaml"
"9",45117782,45130070,"+","ENSMUSG00000070304","Scn2b"
"9",45138395,45154152,"+","ENSMUSG00000046480","Scn4b"
"9",45172726,45204092,"-","ENSMUSG00000032091","Tmprss4"
"9",45182007,45250020,"+","ENSMUSG00000091996","BC049352"
"9",45253837,45269149,"-","ENSMUSG00000032089","Il10ra"
"9",45319100,45347581,"+","ENSMUSG00000037129","Tmprss13"
"9",45370185,45396159,"+","ENSMUSG00000066705","Fxyd6"
"9",45399669,45410278,"+","ENSMUSG00000059412","Fxyd2"
"9",45426628,45753712,"+","ENSMUSG00000032087","Dscaml1"
"9",45766946,45828691,"-","ENSMUSG00000043987","Cep164"
"9",45838580,45864399,"+","ENSMUSG00000032086","Bace1"
"9",45863425,45906911,"-","ENSMUSG00000042790","Rnf214"
"9",45906497,45929726,"+","ENSMUSG00000035382","Pcsk7"
"9",45929619,45936058,"-","ENSMUSG00000032085","Tagln"
"9",45937857,45955258,"-","ENSMUSG00000034908","Sidt2"
"9",45962859,46012690,"-","ENSMUSG00000003131","Pafah1b2"
"9",46012820,46224194,"+","ENSMUSG00000034135","Sik3"
"9",46228580,46230466,"+","ENSMUSG00000032083","Apoa1"
"9",46232933,46235636,"-","ENSMUSG00000032081","Apoc3"
"9",46240696,46243459,"+","ENSMUSG00000032080","Apoa4"
"9",46268633,46271919,"+","ENSMUSG00000032079","Apoa5"
"9",46273064,46282643,"+","ENSMUSG00000032078","Zpr1"
"9",46283008,46299110,"+","ENSMUSG00000032077","Bud13"
"9",46303361,46319986,"-","ENSMUSG00000056617","4931429L15Rik"
"9",46998741,47003860,"+","ENSMUSG00000094893","Gm4791"
"9",47530173,47857637,"+","ENSMUSG00000032076","Cadm1"
"9",48162023,48400025,"+","ENSMUSG00000044229","Nxpe4"
"9",48318006,48353454,"-","ENSMUSG00000032028","Nxpe2"
"9",48468512,48480623,"-","ENSMUSG00000032026","Rexo2"
"9",48488701,48495299,"-","ENSMUSG00000042396","Rbm7"
"9",48495442,48495972,"+","ENSMUSG00000042293","Gm5617"
"9",48591877,48605153,"-","ENSMUSG00000032271","Nnmt"
"9",48654297,48836222,"-","ENSMUSG00000066687","Zbtb16"
"9",48899213,48911099,"-","ENSMUSG00000032269","Htr3a"
"9",48935008,48964990,"-","ENSMUSG00000008590","Htr3b"
"9",48985375,49042517,"+","ENSMUSG00000032267","Usp28"
"9",49055613,49078775,"+","ENSMUSG00000032264","Zw10"
"9",49081260,49117587,"+","ENSMUSG00000032268","Tmprss5"
"9",49250531,49280594,"+","ENSMUSG00000054156","Gm4894"
"9",49340627,49408177,"+","ENSMUSG00000032259","Drd2"
"9",49415194,49427021,"-","ENSMUSG00000032257","Ankk1"
"9",49436963,49486225,"-","ENSMUSG00000040219","Ttc12"
"9",49502136,49798925,"-","ENSMUSG00000039542","Ncam1"
"9",50494525,50505482,"+","ENSMUSG00000032068","Plet1"
"9",50521617,50528724,"-","ENSMUSG00000032067","Pts"
"9",50533087,50555181,"-","ENSMUSG00000032066","Bco2"
"9",50554827,50581840,"+","ENSMUSG00000039217","Il18"
"9",50556819,50561325,"-","ENSMUSG00000032065","Tex12"
"9",50596357,50603812,"-","ENSMUSG00000000171","Sdhd"
"9",50603910,50605320,"+","ENSMUSG00000039016","Timm8b"
"9",50605240,50617464,"-","ENSMUSG00000059820","Nkapd1"
"9",50617321,50625000,"+","ENSMUSG00000000167","Pih1d2"
"9",50634633,50659780,"-","ENSMUSG00000000168","Dlat"
"9",50662752,50739517,"-","ENSMUSG00000032064","Dixdc1"
"9",50739691,50746536,"-","ENSMUSG00000032062","2310030G06Rik"
"9",50751078,50752354,"-","ENSMUSG00000038086","Hspb2"
"9",50751325,50756636,"+","ENSMUSG00000032060","Cryab"
"9",50762828,50775520,"-","ENSMUSG00000037971","1110032A03Rik"
"9",50768236,50773348,"+","ENSMUSG00000037845","Fdxacb1"
"9",50775019,50843542,"+","ENSMUSG00000032059","Alg9"
"9",50845301,50894229,"+","ENSMUSG00000032058","Ppp2r1b"
"9",50892801,51009073,"-","ENSMUSG00000037112","Sik2"
"9",51054640,51077094,"-","ENSMUSG00000060594","Layn"
"9",51060901,51119875,"+","ENSMUSG00000032056","Btg4"
"9",51081115,51102078,"-","ENSMUSG00000032057","4833427G06Rik"
"9",51213708,51240080,"+","ENSMUSG00000032053","Pou2af1"
"9",51270258,51278569,"-","ENSMUSG00000079559","Colca2"
"9",51289686,51328917,"-","ENSMUSG00000036027","1810046K07Rik"
"9",51765337,51853856,"+","ENSMUSG00000053199","Arhgap20"
"9",51943306,51963556,"-","ENSMUSG00000032051","Fdx1"
"9",52047173,52088735,"+","ENSMUSG00000032050","Rdx"
"9",52111344,52168572,"-","ENSMUSG00000035164","Zc3h12c"
"9",52673042,52679780,"-","ENSMUSG00000078307","AI593442"
"9",53098635,53248053,"-","ENSMUSG00000053289","Ddx10"
"9",53301670,53377514,"+","ENSMUSG00000034584","Exph5"
"9",53384025,53401867,"+","ENSMUSG00000034487","Kdelc2"
"9",53402325,53434402,"+","ENSMUSG00000005131","4930550C14Rik"
"9",53439149,53536740,"-","ENSMUSG00000034218","Atm"
"9",53537047,53574342,"+","ENSMUSG00000033054","Npat"
"9",53580522,53610382,"-","ENSMUSG00000032047","Acat1"
"9",53614582,53670014,"-","ENSMUSG00000032030","Cul5"
"9",53684110,53706232,"-","ENSMUSG00000055069","Rab39"
"9",53771538,53818154,"+","ENSMUSG00000042195","Slc35f2"
"9",53850164,53854560,"+","ENSMUSG00000042045","Sln"
"9",53911457,53975301,"-","ENSMUSG00000041986","Elmod1"
"9",54023405,54068388,"-","ENSMUSG00000074345","Tnfaip8l3"
"9",54165937,54268110,"-","ENSMUSG00000032274","Cyp19a1"
"9",54286486,54341786,"+","ENSMUSG00000046167","Gldn"
"9",54365158,54501626,"-","ENSMUSG00000041268","Dmxl2"
"9",54538984,54545020,"+","ENSMUSG00000046460","Sh2d7"
"9",54544794,54560218,"-","ENSMUSG00000037493","Cib2"
"9",54586334,54604661,"+","ENSMUSG00000032279","Idh3a"
"9",54604877,54661870,"-","ENSMUSG00000032281","Acsbg1"
"9",54698873,54716315,"+","ENSMUSG00000032285","Dnaja4"
"9",54714735,54734519,"-","ENSMUSG00000061559","Wdr61"
"9",54764748,54773110,"+","ENSMUSG00000032291","Crabp1"
"9",54863789,54912530,"+","ENSMUSG00000032293","Ireb2"
"9",54917283,54949924,"+","ENSMUSG00000035878","Hykk"
"9",54950230,54950998,"-","ENSMUSG00000044820","AY074887"
"9",54950790,54958030,"+","ENSMUSG00000032301","Psma4"
"9",54980880,55007779,"+","ENSMUSG00000035594","Chrna5"
"9",55010111,55026562,"-","ENSMUSG00000032303","Chrna3"
"9",55028154,55048779,"-","ENSMUSG00000035200","Chrnb4"
"9",55148854,55207529,"+","ENSMUSG00000032307","Ube2q2"
"9",55208925,55224433,"+","ENSMUSG00000032309","Fbxo22"
"9",55220222,55326844,"-","ENSMUSG00000032311","Nrg4"
"9",55326913,55438345,"+","ENSMUSG00000032313","Tmem266"
"9",55454508,55512243,"-","ENSMUSG00000032314","Etfa"
"9",55538672,55546180,"+","ENSMUSG00000032318","Isl2"
"9",55549879,55938119,"-","ENSMUSG00000034007","Scaper"
"9",55962589,56010550,"-","ENSMUSG00000050702","4930563M21Rik"
"9",56041845,56061882,"+","ENSMUSG00000032320","Rcn2"
"9",56089962,56128888,"+","ENSMUSG00000032322","Pstpip1"
"9",56131725,56165477,"-","ENSMUSG00000032324","Tspan3"
"9",56201126,56418067,"-","ENSMUSG00000074305","Peak1"
"9",56418609,56496936,"+","ENSMUSG00000032329","Hmg20a"
"9",56618475,56796468,"-","ENSMUSG00000049556","Lingo1"
"9",56848659,56864679,"-","ENSMUSG00000045620","Odf3l1"
"9",56865033,56899870,"+","ENSMUSG00000032911","Cspg4"
"9",56917193,56928371,"-","ENSMUSG00000032733","Snx33"
"9",56937475,56938398,"+","ENSMUSG00000032288","Imp3"
"9",56950878,56983206,"+","ENSMUSG00000055334","Snupn"
"9",56994923,57062807,"+","ENSMUSG00000032290","Ptpn9"
"9",57072040,57128366,"+","ENSMUSG00000042557","Sin3a"
"9",57130690,57142722,"+","ENSMUSG00000032295","Man2c1"
"9",57142800,57148305,"-","ENSMUSG00000032298","Neil1"
"9",57155035,57158331,"-","ENSMUSG00000032299","Commd4"
"9",57236556,57249864,"+","ENSMUSG00000070298","Trcg1"
"9",57253117,57262612,"-","ENSMUSG00000032300","1700017B05Rik"
"9",57385095,57440124,"-","ENSMUSG00000063849","Ppcdc"
"9",57441327,57468060,"-","ENSMUSG00000040722","Scamp5"
"9",57504026,57505448,"+","ENSMUSG00000062309","Rpp25"
"9",57521274,57532426,"+","ENSMUSG00000000088","Cox5a"
"9",57537528,57543184,"+","ENSMUSG00000032305","Fam219b"
"9",57544256,57552763,"-","ENSMUSG00000032306","Mpi"
"9",57560943,57588795,"+","ENSMUSG00000040188","Scamp2"
"9",57589452,57596233,"+","ENSMUSG00000032308","Ulk3"
"9",57599992,57606281,"-","ENSMUSG00000039714","Cplx3"
"9",57607085,57620774,"-","ENSMUSG00000056271","Lman1l"
"9",57626646,57653631,"-","ENSMUSG00000032312","Csk"
"9",57676937,57683703,"-","ENSMUSG00000032310","Cyp1a2"
"9",57687928,57703824,"+","ENSMUSG00000032315","Cyp1a1"
"9",57708540,57752499,"+","ENSMUSG00000038957","Edc3"
"9",57750624,57765860,"-","ENSMUSG00000032316","Clk3"
"9",57790353,57836793,"-","ENSMUSG00000004661","Arid3b"
"9",57910979,57929968,"+","ENSMUSG00000055720","Ubl7"
"9",57940112,57962865,"+","ENSMUSG00000038264","Sema7a"
"9",58006411,58027023,"+","ENSMUSG00000032323","Cyp11a1"
"9",58028677,58118823,"-","ENSMUSG00000037716","Ccdc33"
"9",58063788,58153996,"+","ENSMUSG00000032327","Stra6"
"9",58156268,58204306,"-","ENSMUSG00000037206","Islr"
"9",58196297,58204319,"-","ENSMUSG00000051243","Islr2"
"9",58218076,58249786,"-","ENSMUSG00000036986","Pml"
"9",58253164,58262520,"+","ENSMUSG00000032333","Stoml1"
"9",58287738,58313186,"-","ENSMUSG00000032334","Loxl1"
"9",58359704,58370455,"-","ENSMUSG00000036244","Tbc1d21"
"9",58488603,58499780,"+","ENSMUSG00000066607","Insyn1"
"9",58524298,58555437,"-","ENSMUSG00000035914","Cd276"
"9",58582240,58657955,"+","ENSMUSG00000032336","Nptn"
"9",58652850,58743964,"-","ENSMUSG00000074269","Rec114"
"9",58823412,58863175,"+","ENSMUSG00000032338","Hcn4"
"9",58874687,59036441,"-","ENSMUSG00000032340","Neo1"
"9",59291558,59324052,"+","ENSMUSG00000025236","Adpgk"
"9",59321990,59353508,"-","ENSMUSG00000025235","Bbs4"
"9",59388258,59486618,"-","ENSMUSG00000025234","Arih1"
